Entity,Code,Date,Total_Deaths,Days5deaths
Afghanistan,AFG,31-Dec-19,0,
Afghanistan,AFG,01-Jan-20,0,
Afghanistan,AFG,02-Jan-20,0,
Afghanistan,AFG,03-Jan-20,0,
Afghanistan,AFG,04-Jan-20,0,
Afghanistan,AFG,05-Jan-20,0,
Afghanistan,AFG,06-Jan-20,0,
Afghanistan,AFG,07-Jan-20,0,
Afghanistan,AFG,08-Jan-20,0,
Afghanistan,AFG,09-Jan-20,0,
Afghanistan,AFG,10-Jan-20,0,
Afghanistan,AFG,11-Jan-20,0,
Afghanistan,AFG,12-Jan-20,0,
Afghanistan,AFG,13-Jan-20,0,
Afghanistan,AFG,14-Jan-20,0,
Afghanistan,AFG,15-Jan-20,0,
Afghanistan,AFG,16-Jan-20,0,
Afghanistan,AFG,17-Jan-20,0,
Afghanistan,AFG,18-Jan-20,0,
Afghanistan,AFG,19-Jan-20,0,
Afghanistan,AFG,20-Jan-20,0,
Afghanistan,AFG,21-Jan-20,0,
Afghanistan,AFG,22-Jan-20,0,
Afghanistan,AFG,23-Jan-20,0,
Afghanistan,AFG,24-Jan-20,0,
Afghanistan,AFG,25-Jan-20,0,
Afghanistan,AFG,26-Jan-20,0,
Afghanistan,AFG,27-Jan-20,0,
Afghanistan,AFG,28-Jan-20,0,
Afghanistan,AFG,29-Jan-20,0,
Afghanistan,AFG,30-Jan-20,0,
Afghanistan,AFG,31-Jan-20,0,
Afghanistan,AFG,01-Feb-20,0,
Afghanistan,AFG,02-Feb-20,0,
Afghanistan,AFG,03-Feb-20,0,
Afghanistan,AFG,04-Feb-20,0,
Afghanistan,AFG,05-Feb-20,0,
Afghanistan,AFG,06-Feb-20,0,
Afghanistan,AFG,07-Feb-20,0,
Afghanistan,AFG,08-Feb-20,0,
Afghanistan,AFG,09-Feb-20,0,
Afghanistan,AFG,10-Feb-20,0,
Afghanistan,AFG,11-Feb-20,0,
Afghanistan,AFG,12-Feb-20,0,
Afghanistan,AFG,13-Feb-20,0,
Afghanistan,AFG,14-Feb-20,0,
Afghanistan,AFG,15-Feb-20,0,
Afghanistan,AFG,16-Feb-20,0,
Afghanistan,AFG,17-Feb-20,0,
Afghanistan,AFG,18-Feb-20,0,
Afghanistan,AFG,19-Feb-20,0,
Afghanistan,AFG,20-Feb-20,0,
Afghanistan,AFG,21-Feb-20,0,
Afghanistan,AFG,22-Feb-20,0,
Afghanistan,AFG,23-Feb-20,0,
Afghanistan,AFG,24-Feb-20,0,
Afghanistan,AFG,25-Feb-20,0,
Afghanistan,AFG,26-Feb-20,0,
Afghanistan,AFG,27-Feb-20,0,
Afghanistan,AFG,28-Feb-20,0,
Afghanistan,AFG,29-Feb-20,0,
Afghanistan,AFG,01-Mar-20,0,
Afghanistan,AFG,02-Mar-20,0,
Afghanistan,AFG,08-Mar-20,0,
Afghanistan,AFG,11-Mar-20,0,
Afghanistan,AFG,15-Mar-20,0,
Afghanistan,AFG,16-Mar-20,0,
Afghanistan,AFG,17-Mar-20,0,
Afghanistan,AFG,18-Mar-20,0,
Afghanistan,AFG,19-Mar-20,0,
Afghanistan,AFG,20-Mar-20,0,
Afghanistan,AFG,21-Mar-20,0,
Afghanistan,AFG,22-Mar-20,0,
Afghanistan,AFG,23-Mar-20,0,
Afghanistan,AFG,24-Mar-20,1,
Afghanistan,AFG,25-Mar-20,1,
Afghanistan,AFG,26-Mar-20,1,
Afghanistan,AFG,27-Mar-20,1,
Afghanistan,AFG,28-Mar-20,2,
Afghanistan,AFG,29-Mar-20,3,
Afghanistan,AFG,30-Mar-20,4,
Afghanistan,AFG,31-Mar-20,4,
Afghanistan,AFG,01-Apr-20,4,
Afghanistan,AFG,02-Apr-20,4,
Afghanistan,AFG,03-Apr-20,4,
Afghanistan,AFG,04-Apr-20,4,
Africa,,31-Dec-19,0,
Africa,,01-Jan-20,0,
Africa,,02-Jan-20,0,
Africa,,03-Jan-20,0,
Africa,,04-Jan-20,0,
Africa,,05-Jan-20,0,
Africa,,06-Jan-20,0,
Africa,,07-Jan-20,0,
Africa,,08-Jan-20,0,
Africa,,09-Jan-20,0,
Africa,,10-Jan-20,0,
Africa,,11-Jan-20,0,
Africa,,12-Jan-20,0,
Africa,,13-Jan-20,0,
Africa,,14-Jan-20,0,
Africa,,15-Jan-20,0,
Africa,,16-Jan-20,0,
Africa,,17-Jan-20,0,
Africa,,18-Jan-20,0,
Africa,,19-Jan-20,0,
Africa,,20-Jan-20,0,
Africa,,21-Jan-20,0,
Africa,,22-Jan-20,0,
Africa,,23-Jan-20,0,
Africa,,24-Jan-20,0,
Africa,,25-Jan-20,0,
Africa,,26-Jan-20,0,
Africa,,27-Jan-20,0,
Africa,,28-Jan-20,0,
Africa,,29-Jan-20,0,
Africa,,30-Jan-20,0,
Africa,,31-Jan-20,0,
Africa,,01-Feb-20,0,
Africa,,02-Feb-20,0,
Africa,,03-Feb-20,0,
Africa,,04-Feb-20,0,
Africa,,05-Feb-20,0,
Africa,,06-Feb-20,0,
Africa,,07-Feb-20,0,
Africa,,08-Feb-20,0,
Africa,,09-Feb-20,0,
Africa,,10-Feb-20,0,
Africa,,11-Feb-20,0,
Africa,,12-Feb-20,0,
Africa,,13-Feb-20,0,
Africa,,14-Feb-20,0,
Africa,,15-Feb-20,0,
Africa,,16-Feb-20,0,
Africa,,17-Feb-20,0,
Africa,,18-Feb-20,0,
Africa,,19-Feb-20,0,
Africa,,20-Feb-20,0,
Africa,,21-Feb-20,0,
Africa,,22-Feb-20,0,
Africa,,23-Feb-20,0,
Africa,,24-Feb-20,0,
Africa,,25-Feb-20,0,
Africa,,26-Feb-20,0,
Africa,,27-Feb-20,0,
Africa,,28-Feb-20,0,
Africa,,29-Feb-20,0,
Africa,,01-Mar-20,0,
Africa,,02-Mar-20,0,
Africa,,03-Mar-20,0,
Africa,,04-Mar-20,0,
Africa,,05-Mar-20,0,
Africa,,06-Mar-20,0,
Africa,,07-Mar-20,0,
Africa,,08-Mar-20,0,
Africa,,09-Mar-20,1,
Africa,,10-Mar-20,1,
Africa,,11-Mar-20,1,
Africa,,12-Mar-20,2,
Africa,,13-Mar-20,4,
Africa,,14-Mar-20,5,0
Africa,,15-Mar-20,6,1
Africa,,16-Mar-20,8,2
Africa,,17-Mar-20,8,3
Africa,,18-Mar-20,12,4
Africa,,19-Mar-20,16,5
Africa,,20-Mar-20,17,6
Africa,,21-Mar-20,24,7
Africa,,22-Mar-20,30,8
Africa,,23-Mar-20,42,9
Africa,,24-Mar-20,52,10
Africa,,25-Mar-20,62,11
Africa,,26-Mar-20,68,12
Africa,,27-Mar-20,80,13
Africa,,28-Mar-20,98,14
Africa,,29-Mar-20,121,15
Africa,,30-Mar-20,141,16
Africa,,31-Mar-20,162,17
Africa,,01-Apr-20,180,18
Africa,,02-Apr-20,224,19
Africa,,03-Apr-20,251,20
Africa,,04-Apr-20,283,21
Albania,ALB,09-Mar-20,0,
Albania,ALB,10-Mar-20,0,
Albania,ALB,11-Mar-20,0,
Albania,ALB,12-Mar-20,1,
Albania,ALB,13-Mar-20,1,
Albania,ALB,14-Mar-20,1,
Albania,ALB,15-Mar-20,1,
Albania,ALB,16-Mar-20,1,
Albania,ALB,17-Mar-20,1,
Albania,ALB,18-Mar-20,1,
Albania,ALB,19-Mar-20,2,
Albania,ALB,20-Mar-20,2,
Albania,ALB,21-Mar-20,2,
Albania,ALB,22-Mar-20,2,
Albania,ALB,23-Mar-20,2,
Albania,ALB,24-Mar-20,4,
Albania,ALB,25-Mar-20,5,0
Albania,ALB,26-Mar-20,5,1
Albania,ALB,27-Mar-20,6,2
Albania,ALB,28-Mar-20,9,3
Albania,ALB,29-Mar-20,10,4
Albania,ALB,30-Mar-20,10,5
Albania,ALB,31-Mar-20,12,6
Albania,ALB,01-Apr-20,15,7
Albania,ALB,02-Apr-20,15,8
Albania,ALB,03-Apr-20,16,9
Albania,ALB,04-Apr-20,17,10
Algeria,DZA,31-Dec-19,0,
Algeria,DZA,01-Jan-20,0,
Algeria,DZA,02-Jan-20,0,
Algeria,DZA,03-Jan-20,0,
Algeria,DZA,04-Jan-20,0,
Algeria,DZA,05-Jan-20,0,
Algeria,DZA,06-Jan-20,0,
Algeria,DZA,07-Jan-20,0,
Algeria,DZA,08-Jan-20,0,
Algeria,DZA,09-Jan-20,0,
Algeria,DZA,10-Jan-20,0,
Algeria,DZA,11-Jan-20,0,
Algeria,DZA,12-Jan-20,0,
Algeria,DZA,13-Jan-20,0,
Algeria,DZA,14-Jan-20,0,
Algeria,DZA,15-Jan-20,0,
Algeria,DZA,16-Jan-20,0,
Algeria,DZA,17-Jan-20,0,
Algeria,DZA,18-Jan-20,0,
Algeria,DZA,19-Jan-20,0,
Algeria,DZA,20-Jan-20,0,
Algeria,DZA,21-Jan-20,0,
Algeria,DZA,22-Jan-20,0,
Algeria,DZA,23-Jan-20,0,
Algeria,DZA,24-Jan-20,0,
Algeria,DZA,25-Jan-20,0,
Algeria,DZA,26-Jan-20,0,
Algeria,DZA,27-Jan-20,0,
Algeria,DZA,28-Jan-20,0,
Algeria,DZA,29-Jan-20,0,
Algeria,DZA,30-Jan-20,0,
Algeria,DZA,31-Jan-20,0,
Algeria,DZA,01-Feb-20,0,
Algeria,DZA,02-Feb-20,0,
Algeria,DZA,03-Feb-20,0,
Algeria,DZA,04-Feb-20,0,
Algeria,DZA,05-Feb-20,0,
Algeria,DZA,06-Feb-20,0,
Algeria,DZA,07-Feb-20,0,
Algeria,DZA,08-Feb-20,0,
Algeria,DZA,09-Feb-20,0,
Algeria,DZA,10-Feb-20,0,
Algeria,DZA,11-Feb-20,0,
Algeria,DZA,12-Feb-20,0,
Algeria,DZA,13-Feb-20,0,
Algeria,DZA,14-Feb-20,0,
Algeria,DZA,15-Feb-20,0,
Algeria,DZA,16-Feb-20,0,
Algeria,DZA,17-Feb-20,0,
Algeria,DZA,18-Feb-20,0,
Algeria,DZA,19-Feb-20,0,
Algeria,DZA,20-Feb-20,0,
Algeria,DZA,21-Feb-20,0,
Algeria,DZA,22-Feb-20,0,
Algeria,DZA,23-Feb-20,0,
Algeria,DZA,24-Feb-20,0,
Algeria,DZA,25-Feb-20,0,
Algeria,DZA,26-Feb-20,0,
Algeria,DZA,27-Feb-20,0,
Algeria,DZA,28-Feb-20,0,
Algeria,DZA,29-Feb-20,0,
Algeria,DZA,01-Mar-20,0,
Algeria,DZA,02-Mar-20,0,
Algeria,DZA,04-Mar-20,0,
Algeria,DZA,05-Mar-20,0,
Algeria,DZA,06-Mar-20,0,
Algeria,DZA,09-Mar-20,0,
Algeria,DZA,12-Mar-20,0,
Algeria,DZA,13-Mar-20,1,
Algeria,DZA,14-Mar-20,2,
Algeria,DZA,15-Mar-20,2,
Algeria,DZA,16-Mar-20,4,
Algeria,DZA,17-Mar-20,4,
Algeria,DZA,18-Mar-20,5,0
Algeria,DZA,19-Mar-20,6,1
Algeria,DZA,20-Mar-20,7,2
Algeria,DZA,21-Mar-20,10,3
Algeria,DZA,22-Mar-20,10,4
Algeria,DZA,23-Mar-20,15,5
Algeria,DZA,24-Mar-20,17,6
Algeria,DZA,25-Mar-20,17,7
Algeria,DZA,26-Mar-20,17,8
Algeria,DZA,27-Mar-20,21,9
Algeria,DZA,28-Mar-20,21,10
Algeria,DZA,29-Mar-20,26,11
Algeria,DZA,30-Mar-20,29,12
Algeria,DZA,31-Mar-20,31,13
Algeria,DZA,01-Apr-20,35,14
Algeria,DZA,02-Apr-20,58,15
Algeria,DZA,03-Apr-20,58,16
Algeria,DZA,04-Apr-20,83,17
Andorra,AND,03-Mar-20,0,
Andorra,AND,14-Mar-20,0,
Andorra,AND,16-Mar-20,0,
Andorra,AND,17-Mar-20,0,
Andorra,AND,18-Mar-20,0,
Andorra,AND,19-Mar-20,0,
Andorra,AND,20-Mar-20,0,
Andorra,AND,21-Mar-20,0,
Andorra,AND,22-Mar-20,0,
Andorra,AND,23-Mar-20,0,
Andorra,AND,24-Mar-20,0,
Andorra,AND,25-Mar-20,0,
Andorra,AND,26-Mar-20,0,
Andorra,AND,27-Mar-20,3,
Andorra,AND,28-Mar-20,3,
Andorra,AND,29-Mar-20,4,
Andorra,AND,30-Mar-20,6,0
Andorra,AND,31-Mar-20,8,1
Andorra,AND,01-Apr-20,12,2
Andorra,AND,02-Apr-20,14,3
Andorra,AND,03-Apr-20,15,4
Andorra,AND,04-Apr-20,16,5
Angola,AGO,22-Mar-20,0,
Angola,AGO,23-Mar-20,0,
Angola,AGO,24-Mar-20,0,
Angola,AGO,25-Mar-20,0,
Angola,AGO,26-Mar-20,0,
Angola,AGO,27-Mar-20,0,
Angola,AGO,28-Mar-20,0,
Angola,AGO,29-Mar-20,0,
Angola,AGO,30-Mar-20,2,
Angola,AGO,31-Mar-20,2,
Angola,AGO,01-Apr-20,2,
Angola,AGO,02-Apr-20,2,
Angola,AGO,03-Apr-20,2,
Angola,AGO,04-Apr-20,2,
Anguilla,AIA,27-Mar-20,0,
Anguilla,AIA,28-Mar-20,0,
Anguilla,AIA,29-Mar-20,0,
Anguilla,AIA,30-Mar-20,0,
Anguilla,AIA,31-Mar-20,0,
Anguilla,AIA,01-Apr-20,0,
Anguilla,AIA,02-Apr-20,0,
Anguilla,AIA,03-Apr-20,0,
Anguilla,AIA,04-Apr-20,0,
Antigua and Barbuda,ATG,15-Mar-20,0,
Antigua and Barbuda,ATG,21-Mar-20,0,
Antigua and Barbuda,ATG,22-Mar-20,0,
Antigua and Barbuda,ATG,23-Mar-20,0,
Antigua and Barbuda,ATG,24-Mar-20,0,
Antigua and Barbuda,ATG,25-Mar-20,0,
Antigua and Barbuda,ATG,26-Mar-20,0,
Antigua and Barbuda,ATG,27-Mar-20,0,
Antigua and Barbuda,ATG,28-Mar-20,0,
Antigua and Barbuda,ATG,29-Mar-20,0,
Antigua and Barbuda,ATG,30-Mar-20,0,
Antigua and Barbuda,ATG,31-Mar-20,0,
Antigua and Barbuda,ATG,01-Apr-20,0,
Antigua and Barbuda,ATG,02-Apr-20,0,
Antigua and Barbuda,ATG,03-Apr-20,0,
Antigua and Barbuda,ATG,04-Apr-20,0,
Argentina,ARG,04-Mar-20,0,
Argentina,ARG,06-Mar-20,0,
Argentina,ARG,07-Mar-20,0,
Argentina,ARG,08-Mar-20,1,
Argentina,ARG,09-Mar-20,1,
Argentina,ARG,11-Mar-20,1,
Argentina,ARG,13-Mar-20,1,
Argentina,ARG,14-Mar-20,2,
Argentina,ARG,15-Mar-20,2,
Argentina,ARG,16-Mar-20,2,
Argentina,ARG,17-Mar-20,2,
Argentina,ARG,18-Mar-20,2,
Argentina,ARG,19-Mar-20,2,
Argentina,ARG,20-Mar-20,3,
Argentina,ARG,21-Mar-20,3,
Argentina,ARG,22-Mar-20,4,
Argentina,ARG,23-Mar-20,4,
Argentina,ARG,24-Mar-20,4,
Argentina,ARG,25-Mar-20,6,0
Argentina,ARG,26-Mar-20,8,1
Argentina,ARG,27-Mar-20,12,2
Argentina,ARG,28-Mar-20,17,3
Argentina,ARG,29-Mar-20,19,4
Argentina,ARG,30-Mar-20,20,5
Argentina,ARG,31-Mar-20,24,6
Argentina,ARG,01-Apr-20,24,7
Argentina,ARG,02-Apr-20,31,8
Argentina,ARG,03-Apr-20,34,9
Argentina,ARG,04-Apr-20,37,10
Armenia,ARM,31-Dec-19,0,
Armenia,ARM,01-Jan-20,0,
Armenia,ARM,02-Jan-20,0,
Armenia,ARM,03-Jan-20,0,
Armenia,ARM,04-Jan-20,0,
Armenia,ARM,05-Jan-20,0,
Armenia,ARM,06-Jan-20,0,
Armenia,ARM,07-Jan-20,0,
Armenia,ARM,08-Jan-20,0,
Armenia,ARM,09-Jan-20,0,
Armenia,ARM,10-Jan-20,0,
Armenia,ARM,11-Jan-20,0,
Armenia,ARM,12-Jan-20,0,
Armenia,ARM,13-Jan-20,0,
Armenia,ARM,14-Jan-20,0,
Armenia,ARM,15-Jan-20,0,
Armenia,ARM,16-Jan-20,0,
Armenia,ARM,17-Jan-20,0,
Armenia,ARM,18-Jan-20,0,
Armenia,ARM,19-Jan-20,0,
Armenia,ARM,20-Jan-20,0,
Armenia,ARM,21-Jan-20,0,
Armenia,ARM,22-Jan-20,0,
Armenia,ARM,23-Jan-20,0,
Armenia,ARM,24-Jan-20,0,
Armenia,ARM,25-Jan-20,0,
Armenia,ARM,26-Jan-20,0,
Armenia,ARM,27-Jan-20,0,
Armenia,ARM,28-Jan-20,0,
Armenia,ARM,29-Jan-20,0,
Armenia,ARM,30-Jan-20,0,
Armenia,ARM,31-Jan-20,0,
Armenia,ARM,01-Feb-20,0,
Armenia,ARM,02-Feb-20,0,
Armenia,ARM,03-Feb-20,0,
Armenia,ARM,04-Feb-20,0,
Armenia,ARM,05-Feb-20,0,
Armenia,ARM,06-Feb-20,0,
Armenia,ARM,07-Feb-20,0,
Armenia,ARM,08-Feb-20,0,
Armenia,ARM,09-Feb-20,0,
Armenia,ARM,10-Feb-20,0,
Armenia,ARM,11-Feb-20,0,
Armenia,ARM,12-Feb-20,0,
Armenia,ARM,13-Feb-20,0,
Armenia,ARM,14-Feb-20,0,
Armenia,ARM,15-Feb-20,0,
Armenia,ARM,16-Feb-20,0,
Armenia,ARM,17-Feb-20,0,
Armenia,ARM,18-Feb-20,0,
Armenia,ARM,19-Feb-20,0,
Armenia,ARM,20-Feb-20,0,
Armenia,ARM,21-Feb-20,0,
Armenia,ARM,22-Feb-20,0,
Armenia,ARM,23-Feb-20,0,
Armenia,ARM,24-Feb-20,0,
Armenia,ARM,25-Feb-20,0,
Armenia,ARM,26-Feb-20,0,
Armenia,ARM,27-Feb-20,0,
Armenia,ARM,28-Feb-20,0,
Armenia,ARM,29-Feb-20,0,
Armenia,ARM,01-Mar-20,0,
Armenia,ARM,02-Mar-20,0,
Armenia,ARM,12-Mar-20,0,
Armenia,ARM,13-Mar-20,0,
Armenia,ARM,14-Mar-20,0,
Armenia,ARM,15-Mar-20,0,
Armenia,ARM,16-Mar-20,0,
Armenia,ARM,17-Mar-20,0,
Armenia,ARM,18-Mar-20,0,
Armenia,ARM,19-Mar-20,0,
Armenia,ARM,20-Mar-20,0,
Armenia,ARM,21-Mar-20,0,
Armenia,ARM,22-Mar-20,0,
Armenia,ARM,23-Mar-20,0,
Armenia,ARM,24-Mar-20,0,
Armenia,ARM,25-Mar-20,0,
Armenia,ARM,26-Mar-20,0,
Armenia,ARM,27-Mar-20,1,
Armenia,ARM,28-Mar-20,1,
Armenia,ARM,29-Mar-20,3,
Armenia,ARM,30-Mar-20,3,
Armenia,ARM,31-Mar-20,3,
Armenia,ARM,01-Apr-20,3,
Armenia,ARM,02-Apr-20,3,
Armenia,ARM,03-Apr-20,4,
Armenia,ARM,04-Apr-20,7,0
Aruba,ABW,13-Mar-20,0,
Aruba,ABW,20-Mar-20,0,
Aruba,ABW,24-Mar-20,0,
Aruba,ABW,25-Mar-20,0,
Aruba,ABW,26-Mar-20,0,
Aruba,ABW,27-Mar-20,0,
Aruba,ABW,28-Mar-20,0,
Aruba,ABW,29-Mar-20,0,
Aruba,ABW,30-Mar-20,0,
Aruba,ABW,01-Apr-20,0,
Aruba,ABW,02-Apr-20,0,
Aruba,ABW,03-Apr-20,0,
Aruba,ABW,04-Apr-20,0,
Asia,,31-Dec-19,0,
Asia,,01-Jan-20,0,
Asia,,02-Jan-20,0,
Asia,,03-Jan-20,0,
Asia,,04-Jan-20,0,
Asia,,05-Jan-20,0,
Asia,,06-Jan-20,0,
Asia,,07-Jan-20,0,
Asia,,08-Jan-20,0,
Asia,,09-Jan-20,0,
Asia,,10-Jan-20,0,
Asia,,11-Jan-20,1,
Asia,,12-Jan-20,1,
Asia,,13-Jan-20,1,
Asia,,14-Jan-20,1,
Asia,,15-Jan-20,2,
Asia,,16-Jan-20,2,
Asia,,17-Jan-20,2,
Asia,,18-Jan-20,2,
Asia,,19-Jan-20,3,
Asia,,20-Jan-20,3,
Asia,,21-Jan-20,6,0
Asia,,22-Jan-20,17,1
Asia,,23-Jan-20,17,2
Asia,,24-Jan-20,26,3
Asia,,25-Jan-20,41,4
Asia,,26-Jan-20,56,5
Asia,,27-Jan-20,81,6
Asia,,28-Jan-20,106,7
Asia,,29-Jan-20,132,8
Asia,,30-Jan-20,170,9
Asia,,31-Jan-20,213,10
Asia,,01-Feb-20,259,11
Asia,,02-Feb-20,305,12
Asia,,03-Feb-20,362,13
Asia,,04-Feb-20,427,14
Asia,,05-Feb-20,493,15
Asia,,06-Feb-20,565,16
Asia,,07-Feb-20,638,17
Asia,,08-Feb-20,724,18
Asia,,09-Feb-20,813,19
Asia,,10-Feb-20,910,20
Asia,,11-Feb-20,1018,21
Asia,,12-Feb-20,1115,22
Asia,,13-Feb-20,1370,23
Asia,,14-Feb-20,1383,24
Asia,,15-Feb-20,1526,25
Asia,,16-Feb-20,1668,26
Asia,,17-Feb-20,1774,27
Asia,,18-Feb-20,1872,28
Asia,,19-Feb-20,2011,29
Asia,,20-Feb-20,2125,30
Asia,,21-Feb-20,2244,31
Asia,,22-Feb-20,2356,32
Asia,,23-Feb-20,2458,33
Asia,,24-Feb-20,2613,34
Asia,,25-Feb-20,2688,35
Asia,,26-Feb-20,2746,36
Asia,,27-Feb-20,2782,37
Asia,,28-Feb-20,2834,38
Asia,,29-Feb-20,2892,39
Asia,,01-Mar-20,2940,40
Asia,,02-Mar-20,2999,41
Asia,,03-Mar-20,3049,42
Asia,,04-Mar-20,3101,43
Asia,,05-Mar-20,3150,44
Asia,,06-Mar-20,3204,45
Asia,,07-Mar-20,3251,46
Asia,,08-Mar-20,3305,47
Asia,,09-Mar-20,3383,48
Asia,,10-Mar-20,3448,49
Asia,,11-Mar-20,3534,50
Asia,,12-Mar-20,3622,51
Asia,,13-Mar-20,3710,52
Asia,,14-Mar-20,3826,53
Asia,,15-Mar-20,3937,54
Asia,,16-Mar-20,4072,55
Asia,,17-Mar-20,4222,56
Asia,,18-Mar-20,4384,57
Asia,,19-Mar-20,4551,58
Asia,,20-Mar-20,4738,59
Asia,,21-Mar-20,4915,60
Asia,,22-Mar-20,5089,61
Asia,,23-Mar-20,5276,62
Asia,,24-Mar-20,5448,63
Asia,,25-Mar-20,5607,64
Asia,,26-Mar-20,5800,65
Asia,,27-Mar-20,6041,66
Asia,,28-Mar-20,6244,67
Asia,,29-Mar-20,6470,68
Asia,,30-Mar-20,6670,69
Asia,,31-Mar-20,6889,70
Asia,,01-Apr-20,7118,71
Asia,,02-Apr-20,7402,72
Asia,,03-Apr-20,7697,73
Asia,,04-Apr-20,7848,74
Australia,AUS,31-Dec-19,0,
Australia,AUS,01-Jan-20,0,
Australia,AUS,02-Jan-20,0,
Australia,AUS,03-Jan-20,0,
Australia,AUS,04-Jan-20,0,
Australia,AUS,05-Jan-20,0,
Australia,AUS,06-Jan-20,0,
Australia,AUS,07-Jan-20,0,
Australia,AUS,08-Jan-20,0,
Australia,AUS,09-Jan-20,0,
Australia,AUS,10-Jan-20,0,
Australia,AUS,11-Jan-20,0,
Australia,AUS,12-Jan-20,0,
Australia,AUS,13-Jan-20,0,
Australia,AUS,14-Jan-20,0,
Australia,AUS,15-Jan-20,0,
Australia,AUS,16-Jan-20,0,
Australia,AUS,17-Jan-20,0,
Australia,AUS,18-Jan-20,0,
Australia,AUS,19-Jan-20,0,
Australia,AUS,20-Jan-20,0,
Australia,AUS,21-Jan-20,0,
Australia,AUS,22-Jan-20,0,
Australia,AUS,23-Jan-20,0,
Australia,AUS,24-Jan-20,0,
Australia,AUS,25-Jan-20,0,
Australia,AUS,26-Jan-20,0,
Australia,AUS,27-Jan-20,0,
Australia,AUS,28-Jan-20,0,
Australia,AUS,29-Jan-20,0,
Australia,AUS,30-Jan-20,0,
Australia,AUS,31-Jan-20,0,
Australia,AUS,01-Feb-20,0,
Australia,AUS,02-Feb-20,0,
Australia,AUS,03-Feb-20,0,
Australia,AUS,04-Feb-20,0,
Australia,AUS,05-Feb-20,0,
Australia,AUS,06-Feb-20,0,
Australia,AUS,07-Feb-20,0,
Australia,AUS,08-Feb-20,0,
Australia,AUS,09-Feb-20,0,
Australia,AUS,10-Feb-20,0,
Australia,AUS,11-Feb-20,0,
Australia,AUS,12-Feb-20,0,
Australia,AUS,13-Feb-20,0,
Australia,AUS,14-Feb-20,0,
Australia,AUS,15-Feb-20,0,
Australia,AUS,16-Feb-20,0,
Australia,AUS,17-Feb-20,0,
Australia,AUS,18-Feb-20,0,
Australia,AUS,19-Feb-20,0,
Australia,AUS,20-Feb-20,0,
Australia,AUS,21-Feb-20,0,
Australia,AUS,22-Feb-20,0,
Australia,AUS,23-Feb-20,0,
Australia,AUS,24-Feb-20,0,
Australia,AUS,25-Feb-20,0,
Australia,AUS,26-Feb-20,0,
Australia,AUS,27-Feb-20,0,
Australia,AUS,28-Feb-20,0,
Australia,AUS,29-Feb-20,0,
Australia,AUS,01-Mar-20,1,
Australia,AUS,02-Mar-20,1,
Australia,AUS,03-Mar-20,1,
Australia,AUS,04-Mar-20,1,
Australia,AUS,05-Mar-20,2,
Australia,AUS,06-Mar-20,2,
Australia,AUS,07-Mar-20,2,
Australia,AUS,08-Mar-20,3,
Australia,AUS,09-Mar-20,3,
Australia,AUS,10-Mar-20,3,
Australia,AUS,11-Mar-20,3,
Australia,AUS,12-Mar-20,3,
Australia,AUS,13-Mar-20,3,
Australia,AUS,14-Mar-20,3,
Australia,AUS,15-Mar-20,3,
Australia,AUS,16-Mar-20,5,0
Australia,AUS,17-Mar-20,5,1
Australia,AUS,18-Mar-20,5,2
Australia,AUS,19-Mar-20,6,3
Australia,AUS,20-Mar-20,6,4
Australia,AUS,21-Mar-20,7,5
Australia,AUS,22-Mar-20,7,6
Australia,AUS,23-Mar-20,7,7
Australia,AUS,24-Mar-20,7,8
Australia,AUS,25-Mar-20,8,9
Australia,AUS,26-Mar-20,11,10
Australia,AUS,27-Mar-20,13,11
Australia,AUS,28-Mar-20,13,12
Australia,AUS,29-Mar-20,14,13
Australia,AUS,30-Mar-20,16,14
Australia,AUS,31-Mar-20,19,15
Australia,AUS,01-Apr-20,20,16
Australia,AUS,02-Apr-20,21,17
Australia,AUS,03-Apr-20,23,18
Australia,AUS,04-Apr-20,30,19
Austria,AUT,31-Dec-19,0,
Austria,AUT,01-Jan-20,0,
Austria,AUT,02-Jan-20,0,
Austria,AUT,03-Jan-20,0,
Austria,AUT,04-Jan-20,0,
Austria,AUT,05-Jan-20,0,
Austria,AUT,06-Jan-20,0,
Austria,AUT,07-Jan-20,0,
Austria,AUT,08-Jan-20,0,
Austria,AUT,09-Jan-20,0,
Austria,AUT,10-Jan-20,0,
Austria,AUT,11-Jan-20,0,
Austria,AUT,12-Jan-20,0,
Austria,AUT,13-Jan-20,0,
Austria,AUT,14-Jan-20,0,
Austria,AUT,15-Jan-20,0,
Austria,AUT,16-Jan-20,0,
Austria,AUT,17-Jan-20,0,
Austria,AUT,18-Jan-20,0,
Austria,AUT,19-Jan-20,0,
Austria,AUT,20-Jan-20,0,
Austria,AUT,21-Jan-20,0,
Austria,AUT,22-Jan-20,0,
Austria,AUT,23-Jan-20,0,
Austria,AUT,24-Jan-20,0,
Austria,AUT,25-Jan-20,0,
Austria,AUT,26-Jan-20,0,
Austria,AUT,27-Jan-20,0,
Austria,AUT,28-Jan-20,0,
Austria,AUT,29-Jan-20,0,
Austria,AUT,30-Jan-20,0,
Austria,AUT,31-Jan-20,0,
Austria,AUT,01-Feb-20,0,
Austria,AUT,02-Feb-20,0,
Austria,AUT,03-Feb-20,0,
Austria,AUT,04-Feb-20,0,
Austria,AUT,05-Feb-20,0,
Austria,AUT,06-Feb-20,0,
Austria,AUT,07-Feb-20,0,
Austria,AUT,08-Feb-20,0,
